case_id	suite	operation	legality	family	current_expectation	current_parser_state	current_parser_errno	stage1_requirement	stage2_requirement	packet_sha256
frame.pv0.control.07.control_wrapper.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	864bdba04913a29ad915bf5863f2d8085b16afe7c71e0e17ce64f96cf076ab0c
frame.pv0.control.07.control_wrapper.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	38ce6084ff2a6f355bfba1fdb6dba71c134b19c72512c8d0e098944c539fec46
frame.pv0.control.08.block_ack_request.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	096b2c81ba0e8edea97c09b1b64331c786eb3817b968fffb87f89f7c517b02b7
frame.pv0.control.08.block_ack_request.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	51db21f4341c13b40574c1294ab74248c21a067743557f46249755501a3865f3
frame.pv0.control.09.block_ack.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	b947ac8fcb7b036e65a1cca8ebf93954da2bfb276dded61a413c9cb90a081a07
frame.pv0.control.09.block_ack.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	0a3fe1bf8131a7fccbf89007804b937ccacb97a5b61796211c6fbb7b7c13fb7d
frame.pv0.control.10.ps_poll.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	45fe1a5bdba70b10585754d602fc764f80f7e5e48908ba86d0bfbcd13331bd77
frame.pv0.control.10.ps_poll.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	332e425c924ecf88fc472ae21f424db664fecb7e54f0b98f83d7e93df45938f2
frame.pv0.control.11.rts.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	766f7feb3566a9091f3c2df51d15e59876585067fbc313cc187d64f72f09dd21
frame.pv0.control.11.rts.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	860d55b3686f60af376ef2aed2eed14b18b2d790b232382a38c3809fad9be2db
frame.pv0.control.12.cts.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	c30e5e1e35452d591d92b8732405b34ab6e8754dc3814624f30d1f792fc308f0
frame.pv0.control.12.cts.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	8a32e431e1aee8ae25ed6d1c254cf9eccd09c2c159242282be8b230b113495f0
frame.pv0.control.13.ack.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	70ef2ecb7a3f0b80e7c5a83a1d3766a499e3171e5a09aa265169c8183fd3bffe
frame.pv0.control.13.ack.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	c2a89389e5b3df10e7adacf8e697d46d3986e08527340d8ab970672cca5ae4b5
frame.pv0.control.14.cf_end.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	260caf70bae1123e35018c7992cad042cf69bb37aa3d68bf39545f1964e40425
frame.pv0.control.14.cf_end.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	452631991fbf915eeabcd753c3cbc2402d0e058c268d30c99f4339669d3eab0c
frame.pv0.control.15.cf_end_cf_ack.minimal	frame	send_after_continuity_fix	assigned	pv0_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	22bd48093e0d6e3f9d90e54d258c56040aa393e20780c70a37076f53e4d94a4a
frame.pv0.control.15.cf_end_cf_ack.minimum_minus_one	frame	parse_only	malformed	pv0_control_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	f3e668118ef32099d4775ced8849fb8dfdb88074385b22a134f61271d0264ba0
frame.pv0.control.06.control_extension.02.poll	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4f8b5f4f073d28f36659cfc749fa027575c6f8b6c1ff394ffa1973d58bc68046
frame.pv0.control.06.control_extension.03.spr	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	82007cfd55de938d9cac89a291da65f0310e2b4643fbf96487b8bcc9da61281c
frame.pv0.control.06.control_extension.04.grant	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	633aed1a25ac93e3ac9993fc54a6cf942dce3aad68aa7b8c4c771448c601332b
frame.pv0.control.06.control_extension.05.dmg_cts	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	0c72c518ae74466e4481bb69df4822f50f6e2525f9d7e617d414b16576e39dca
frame.pv0.control.06.control_extension.06.dmg_dts	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	0d545dce57aa9d7eecf566afac5530b32891ac545e50daba17755e983723c842
frame.pv0.control.06.control_extension.07.grant_ack	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	41bfd6d3afb59cd28176c247e11b52deadf903c5df7d8993a3938840942f147e
frame.pv0.control.06.control_extension.08.ssw	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	cc424de6a716c6127dc9a8f66b7047a743642b8719ab8b5b65fca5e2156e8bb0
frame.pv0.control.06.control_extension.09.ssw_feedback	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	e11551dc4eb86fce8f0b0648571841083beee6268b25a413d860d3c7809367e8
frame.pv0.control.06.control_extension.10.ssw_ack	frame	send_after_continuity_fix	assigned	pv0_control_extension	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a74337857480ae21187781d9db6f580d3efa1a29a29fb3ebc8341239ba195f34
frame.pv0.control.07.control_wrapper.carried_02	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9f44738a90f07d48820733c06e7f0131134fd7a9be32a2f2b536f65e5a9fe20a
frame.pv0.control.07.control_wrapper.carried_03	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9ee28ba588d4dba11fe1e2b8d6c78dda13d4797750269047a2661fbe06b21bab
frame.pv0.control.07.control_wrapper.carried_04	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	80a554116810bda04cdfb335bffd0454f811c75a3f3708ec6260e0f0514426a8
frame.pv0.control.07.control_wrapper.carried_05	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4655c3e905858f671d957d7f90f5fef70d8a15478a434a9d63a28e40d4a651ac
frame.pv0.control.07.control_wrapper.carried_06	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	5c7604e8a7728ddfddcaa0e5717a25a194ac4217bea358fe441fcf3f791c0094
frame.pv0.control.07.control_wrapper.carried_08	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	64ce25bf126ccb040df54785d76424f3acddbe11ed3877bd7651229656dd3b0e
frame.pv0.control.07.control_wrapper.carried_09	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	ef862e38deea4a35949bb93eb5416cde6901bf4bc26dda49a89a90b177b78dd6
frame.pv0.control.07.control_wrapper.carried_10	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	03af81353693e7762a00855dfd3d14c1350bd143ac60bb84bffd5cf22b4579e6
frame.pv0.control.07.control_wrapper.carried_11	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6e02c5289b3725050abdacd715e100c29ffe2552df04629dee507fbc56f5bdde
frame.pv0.control.07.control_wrapper.carried_12	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	ab71e10671831fcf210d9cf7f742d40478b9dec30fc5948eafdcc8fc479e97a5
frame.pv0.control.07.control_wrapper.carried_13	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	60c34a96efdf2eb923c3e71f0032f7c5f6381c49e2eddcfe9751efcd027383d6
frame.pv0.control.07.control_wrapper.carried_14	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4fdc3423c2ae877d9187fc6eed9a26c79f1b342509776333c9314ea333d2a724
frame.pv0.control.07.control_wrapper.carried_15	frame	send_after_continuity_fix	assigned	pv0_control_wrapper	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	24529ad6cb1d0e58fb0117c9dc093d998d8ce346d685ebe5b127ba8e996d9dae
frame.pv0.control.08.block_ack.basic.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	496d832e8055bdafcd175809f7838f5e3476695ac7592403717e1a501afea04c
frame.pv0.control.08.block_ack.extended_compressed.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	d49b52d7633f6974bcbd37e549d9250736829e8487e331dc93eaa743014ade16
frame.pv0.control.08.block_ack.compressed.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	e8a6c51d0b364b2d5b0063314a162fd047eb1858a700bd804346b7aa882295e8
frame.pv0.control.08.block_ack.multi_tid.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	e72cc194f4f0d51866a6c5470e0b94d0ab0f2b09bbe9cd92a24450b89e85c9cc
frame.pv0.control.08.block_ack.multi_tid.n2	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a5ac7a63248f41478d513da9ff4fe0f81d8ab3ab0692cfaf9c718009b550a4d7
frame.pv0.control.08.block_ack.multi_tid.n16	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	3bd33a9280dc9c99a3f2bade191c7232df706da820d4c3c701f4a652f917f34b
frame.pv0.control.08.block_ack.gcr.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	cb1b2582c9c3ba0d4de9c711711cab1c23ca41c56b1236ac910251249f0ee46d
frame.pv0.control.08.block_ack.glk_gcr.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	5d56bb5037be2f78e9803ceb3ac3cc9e64f25c81161260716167719cb58409a1
frame.pv0.control.08.block_ack.multi_sta.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6a5951b9fe75757131aae3ce279f46d0b772b6f24dd222ef94aff8a5a5ab0fe1
frame.pv0.control.09.block_ack.basic.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a2cf62c5eb54f9adb8f4e00ebb6e1ca09fc5169b0a93611800c42dc2a9bab454
frame.pv0.control.09.block_ack.extended_compressed.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9d8af8dd4460b6be18e2cc88106252cafce1b41840317937236db1e8c2aa58f5
frame.pv0.control.09.block_ack.compressed.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	13ee68828c022a6e77ae743871ad30cdc357349e5c210c21c761c9de33fd9530
frame.pv0.control.09.block_ack.multi_tid.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	8fde11601861399397b078f313b88588acf272f413189a615d72bffc790dc763
frame.pv0.control.09.block_ack.multi_tid.n2	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	0a09b202f5a7cc27ff9cebd9ca30d4d40d17c230b8375aac5600b126c755cc86
frame.pv0.control.09.block_ack.multi_tid.n16	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	95c20ac999076d941775ced1e85a09bffdecbff5b8a2e22aa22a27b15d9d87bf
frame.pv0.control.09.block_ack.gcr.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	7d0d1d7cf4be5b98e3f48f4db4b35b08bfa0270ba8fba3ad39d56f6e3740086a
frame.pv0.control.09.block_ack.glk_gcr.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	d4465d488435857b9b04344d9345028df62f8629fab732e148528f26ed1fda2a
frame.pv0.control.09.block_ack.multi_sta.n1	frame	send_after_continuity_fix	assigned	pv0_block_ack	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	686d9e41be02a2bbefe60daf80f299ad06ab44314b58281b3daafc6d81ce3218
frame.pv0.control.02.trigger.type0.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6b92c83b0d328e48c6965d5e77474855fc3b491506479947db370f69085277d9
frame.pv0.control.02.trigger.type0.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	161833e3df11e4cf624a55cbb3c59964ba56850311ecedb3153ff76c977abbe0
frame.pv0.control.02.trigger.type0.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	bbeaf6a444c2bbe111cb4e821577b9ba83e1ce043c7c9e89976e2ac6e9578158
frame.pv0.control.02.trigger.type0.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	bb6e41193d7826117cfa2f0bcfaa2777ffea5e4b50f9869f551c697a430918c1
frame.pv0.control.02.trigger.type1.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a851bc9a323a2f0df92d6fbc479bafa045d24aa088c4780dd420162ec561d020
frame.pv0.control.02.trigger.type1.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	1e30351f4ff1329f25d2c2a54587042b87cd220dce2590f02847da7cde929674
frame.pv0.control.02.trigger.type1.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	f93a911fa91b595d7775f7ba490905379e92d6e3ecf6bcf23268fc252cb264d3
frame.pv0.control.02.trigger.type1.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6833681454047d872a29265c2bb253c5e62a0d0a43b21e0094ada36f3ae05f46
frame.pv0.control.02.trigger.type2.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	badcfc7b39484309654e25f092297c7dffe8514f5c66573fc5cefce897b8cfe4
frame.pv0.control.02.trigger.type2.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	5047d202b99b442f73c6368c51401047dc343abf7e89a5609e1c337cfc4d8461
frame.pv0.control.02.trigger.type2.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9facf74dd59a568add189479b1f2f545dba1929c9c0710fa0253711f0edfc811
frame.pv0.control.02.trigger.type2.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a9f47b7f99a5f830390a413800d53613fa674183eedc82fa315e2325af111323
frame.pv0.control.02.trigger.type3.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	cac328ba05b27fd4685bd6746e3f5bd4b70281783d49911869e0395c6dbc2916
frame.pv0.control.02.trigger.type3.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	aead864c6964fc8429ac4c99b2cfeae5fada645bb226f2ed8fb0b1f4caac2359
frame.pv0.control.02.trigger.type3.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	cba8b83216e123409ffa216d984af8ebf29c0b7f1195edffd34c63ae45af3d89
frame.pv0.control.02.trigger.type3.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9282917641ff61d02fc9b4c8823d469b859d36fcc999664f7190e34c99e86cf1
frame.pv0.control.02.trigger.type4.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	8c76c9ec68bb871e94f6216099853f4c3e1493a83d7db0d61807e91124cfcd66
frame.pv0.control.02.trigger.type4.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6cb7f25b8f764eba9b9f82acd66e12b9fbd48ecc492875d279bedd7e67cc941f
frame.pv0.control.02.trigger.type4.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	f27f371f0ae38e2b715a13dc8fb7a0677da6312939f9d3d4b46856d77ad02574
frame.pv0.control.02.trigger.type4.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	cc53ed1c5b8f4ddd777f918a69108b741057529033592343fad9181ec246f784
frame.pv0.control.02.trigger.type5.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	1158abe3b1644192e8499c21cb4a7f868048aa1a84377e138c15ad7ef33967ac
frame.pv0.control.02.trigger.type5.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4d812ee72d20998c3ad310dff2397aaf3aba97b6b3c508b94b0f5ce4f2a6514e
frame.pv0.control.02.trigger.type5.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	2f3e2c30213694a424ceebdfec22989bb545ebdbc21b2cee312dc45880e5e022
frame.pv0.control.02.trigger.type5.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	766476c7776652bdb8e538aed819768527ea24682359f24c40e1b46579ed0f54
frame.pv0.control.02.trigger.type6.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	746e37a7fbc6954a1ec6a80ef898c421a91df8a147061a58a7f3b48821d80f13
frame.pv0.control.02.trigger.type6.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	f74302780f076eab6149b899a89d167139d237bd493a08fba190254475e2b1c5
frame.pv0.control.02.trigger.type6.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	126a29cd96ffe9809a50f57fd1ac1ac43bf6e7ff279d6db82531c78c546ae552
frame.pv0.control.02.trigger.type6.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	79841f0bfe5a2469b7e094ef964e0ee7a1b7e8427558b03cad83616f37da819e
frame.pv0.control.02.trigger.type7.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6cd87956244730d341db0a78e49b1d16aed2c09ce6a3c089e715be1c108bd45f
frame.pv0.control.02.trigger.type7.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	b39b4f8dbd00de0feb3a84fa8fd3667c4ff6153dff9bf30ebd93716ddd59aaec
frame.pv0.control.02.trigger.type7.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	e7aee09cdf54acfebc4c5d378d2d7f48ef7853daf505e0373b0c589ff39d9fe7
frame.pv0.control.02.trigger.type7.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	ef064f0ab82c8181b3b67bd3c7ca8a13ea92bf7a270cb5477d31c5b09d643d2a
frame.pv0.control.02.trigger.type8.users0	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9e53d50430df293d2dac5bc4f35012a5633b98993185cd6901c6c951e3c89b96
frame.pv0.control.02.trigger.type8.users1	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	60e5cf5c9bc571f1113764276d7fc68e4a4d51f00ca45069879a15b183a14453
frame.pv0.control.02.trigger.type8.users2	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	69ad907041375769e45ea900500a185ee81decba60ccaa41ad63671f73dfc918
frame.pv0.control.02.trigger.type8.users4	frame	send_after_continuity_fix	assigned	pv0_trigger	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	99a3d323e08ac6e956b2ba1cc30b50196d7b1a687d5a5480e94f0a586006d516
frame.pv0.control.03.twt_ack.extra0	frame	send_after_continuity_fix	assigned	pv0_variable_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4f6a07285fd89ad40ba71f8a1c22497e9aee6fb02b85116565def2ac2e722f46
frame.pv0.control.03.twt_ack.extra1	frame	send_after_continuity_fix	assigned	pv0_variable_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	8e2ed6507ca74b2018281baba2053b963740e68474b72b5741ade74e077fa62b
frame.pv0.control.03.twt_ack.extra8	frame	send_after_continuity_fix	assigned	pv0_variable_control	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	230ffdcf205d65639d21003ffa1710b3d42af7934106e37e6f9bb30d903543bf
